,VIN,Market_Value_Mean,Market_Value_Std,Count
555,1FTFW1R60CFC71356,33134.2,5548,550
556,WDBNG74J83A322721,12346.23,2733,15
557,WDBTK77G57T079983,27748.94,7069,14
558,2G1FP22P4T2140897,10870.47,2929,52
559,JT3HT05J4X0031357,13002.52,3249,62
560,1VWDC017XDV067392,7990.0,0,1
561,YS3GN4MR7B4001666,10938.59,2354,59
562,SHHEP33514U502497,5361.26,1163,11
563,JM1NB353250410648,10083.35,2625,40
564,JM1NA3536S0604839,11506.25,3399,32
565,WDBGA32G7XA406805,8290.74,1987,7
566,WBSBL93482JR16188,20534.7,4952,115
567,WDDNG77X98A189076,23133.4,4741,101
568,2C3CDYCJ6CH130289,30235.86,4580,420
569,WBSNB93588CX09614,23509.35,5348,92
570,WUAENAFG1BN002141,103925.71,19126,32
571,1G1Y62D44L5111239,96153.91,10242,422
572,2GTEK19TX11157172,7321.82,2110,193
573,WAUHGAFC6EN119779,21481.69,3905,623
574,SAJHX1740SC737926,5891.54,1320,14
575,1FMEE5EP0MLA43473,59540.0,2295,6
576,WBSNB93507CX07953,20213.0,4377,27
577,JF1GR7E62BG825693,16799.65,3262,442
578,WP0CA2A84DS114796,43790.52,6069,331
579,JTMHY7AJ2D4016730,44456.42,7001,136
580,WBA4W3C59JAC38613,34225.76,4948,793
581,WBAYM9C58DDW20416,29466.71,5279,117
582,JF1SG63617H743887,6783.95,1585,276
583,WBSKG9C59DJ593964,41292.16,9070,229
584,JM1NC2LF6D0229653,20180.71,2782,62
585,WDBFA63E4SF125051,10218.04,2600,18
586,WDBKK66F22F233412,11103.78,3004,17
587,JTJHT00W764013311,22362.72,5155,141
588,5UXKS4C50F0N09028,28871.78,4191,404
589,WVWKC71K78W009053,14253.16,3097,159
590,WBSEK93508CY79515,23223.93,4589,58
591,1FALP42D3RF173110,11059.95,3184,96
592,WDBKK66FX2F247459,11103.78,3004,17
593,JT4VN01D0K2002668,12068.97,2970,23
594,SALWV2EF1GA554200,55800.96,7820,132
595,1FMNU41S53EB43997,12797.52,3071,33
596,WAUB1GFF9G1073086,29944.37,3143,430
597,WBA8K3C50HK679397,32375.64,3481,147
598,YV1SJ527952514383,10622.0,1597,4
599,WP0AB29969S721131,73158.17,14259,106
600,WP0EB0915GS171417,60679.23,15528,56
601,WDBSK79F65F087117,49052.91,8668,23
602,WAUHE58AXLA142477,13500.0,9192,2
603,WBSDE934X2CF90985,47409.04,15318,27
604,6G3F15RW4EL952438,37304.93,5190,227
605,2G1FP22G4X2121191,14357.27,3528,63
606,WBSBL93486PN65754,25657.39,5572,101
607,WBA3B9C58FF589482,25763.51,4192,382
608,JNKAY41EX4M400448,7087.78,2405,8
609,WDBGA43E1SA217515,8022.39,2241,11
610,WP0CA29881U622290,14688.28,3235,183
611,WDZPE8CD0HP387388,55759.27,14078,24
612,WBSDE9349YBZ95182,29754.47,7638,28
613,WP0AB29927S731765,60480.28,11620,138
614,WP0AA2990XS622630,27856.38,5827,108
615,2C3CDZC96FH816106,55242.59,6107,536
616,WDDUG8GB8JA376272,75089.27,8738,765
617,4A3AC54L6YE115971,4923.64,1422,14
618,WDBLJ65G31F188755,5691.3,1733,9
619,1FTSX21P36EB58775,15938.22,3697,1651
620,JM1NA353XS0603399,11506.25,3399,32
621,WBSDC9308J2791093,81705.02,15224,4
622,WDBFA68F7XF183681,13600.4,3632,113
623,WBAGH8347YDP09997,6838.0,1668,12
624,WDDYJ7KA9JA013376,170319.17,20621,91
625,ZFFEW59A950143437,132234.78,18409,22
626,JF1SG69654G724901,7696.84,1822,57
627,1FACP44EXNF154893,15284.17,4720,27
628,JM1FD3316P0200203,48808.56,15308,26
629,JTEBU11F370026152,17256.33,3330,2460
630,WDBCB20A8DB035437,13635.04,2132,5
631,WBABS53411JU86468,7270.42,1887,89
632,WBSDE934XYBZ96115,29754.47,7638,28
633,1JCCF87EXET011202,17072.31,4614,29
634,JTEBT17R368031727,12718.55,2983,290
635,WAUXD68D91A123205,22720.06,4838,5
636,19UUA9E52CA010827,14772.7,2915,1177
637,ZARFAMEV0K7613142,67645.6,8299,55
638,WBABM5344YJP00776,5356.37,1073,11
639,JTJHY7AX2B4074089,32956.89,4509,163
640,1GYEC63857R367316,13549.81,2894,1507
641,WDC0J8KB9KF496792,80023.05,10724,248
642,SCFSMGAW2KGN00701,132979.97,13592,256
643,1HGCV2E30JA010330,27932.65,2471,1926
644,SALLDHAC8BA315558,39329.67,18341,3
645,WA1YD54B75N027166,6337.41,1492,23
646,SCFBB03B37GC03471,53193.78,10374,64
647,JT6HT00WXX0025648,12807.67,3177,54
648,WBAVT13566AV98279,8105.25,1741,44
649,WP0AA0910DS120257,56774.14,13544,38
650,WP1AC29P98LA95819,18280.72,4423,74
651,JA4MW51S66J003799,8078.89,2289,16
652,1G1YY33PXN5104049,13790.34,3271,185
653,1J4RR7GW1AC114163,26348.95,4944,100
654,3FADP4GX1KM166198,20877.76,2412,505
655,JTEBU11F370011974,17256.33,3330,2460
656,1J4FJ28S1SL618626,6043.51,1486,11
657,WDBJF70JXYB109472,5843.4,1348,20
658,WP1AC29P66LA91465,15036.68,3527,48
659,ZAMEC38A360022915,25496.07,4976,19
660,WVGPT77L87D010515,12977.13,2932,3
661,WBAKG7C57CE802862,19486.82,3973,501
662,WAUBH24BXYN114222,4527.15,1069,7
663,WDBKK65F74F302535,11628.58,2326,37
664,WDDEJ77X49A021770,30846.76,5835,33
665,1FTHX26F9TEA70562,13675.83,3613,81
666,ZFF68NHA2C0188104,258754.4,32569,26
667,1G1YC3D47M5115138,114109.87,13863,1111
668,JM1NDAM71M0452598,36289.41,2567,630
669,WBAFR7C55BC600656,13950.61,2696,768
670,1FAFP47V8XF214407,16743.45,3096,65
671,JTJBT20X860117551,14575.22,3318,484
672,WBADN6345YGM65930,6096.63,1295,9
673,YS3FH41U381110275,8847.12,2571,34
674,ZFFPR48A8S0103342,109465.67,11616,9
675,JTHBD192130066020,8422.58,2230,48
676,1G1YY3386L5108427,12195.11,2870,109
677,JF1GR8H68BL828557,22444.02,3886,291
678,1G1AY878XC5102591,19195.78,4813,34
679,3FADP4GX5EM171201,15072.94,3161,293
680,WBADT63412CH99539,6189.64,1840,42
681,SCFHDDAJ8BAF01936,66048.77,10121,35
682,WF0DP3TH7H4120153,37789.68,4115,898
683,WDBFA68F12F204582,20059.65,4687,36
684,WP0AA0958GN153089,24063.92,7049,36
685,1GT40FDA5NU100277,115139.0,0,1
686,SALLDVAF8JA906665,108998.03,18998,3
687,WBANW1C52AC164994,10365.95,1934,140
688,1G8EK18L4FF155915,26795.06,8301,5
689,WP0AB29992S687594,68186.02,14598,82
690,WDDGF5EB5BA417069,11434.04,2331,815
691,WBAGG83471DN88543,10406.85,2721,19
692,1GCFC29R0VE202474,8949.18,2320,28
693,WP0AA29817U760964,26578.66,4801,194
694,WBSFV9C50GG343411,54828.66,8195,140
695,WUAVNAFG0CN002682,104010.46,14649,31
696,WDBUF77X08B257833,19513.53,3821,46
697,WBSWD93508PY39541,29225.34,5695,356
698,WP0JB0925FS861447,26221.88,5936,10
699,5UXFA13554LU39279,6141.12,1445,125
700,WBA1J7C57GV290295,31291.06,3606,371
701,WDBHM36E2TF369826,18987.0,8502,2
702,WDDHF9BB0EA845393,25747.97,4821,148
703,WDBJH65J41B201471,6029.67,2043,15
704,WDBLK70G12T108401,10144.08,2519,38
705,1FAFP45X6WF196671,9445.69,2475,106
706,JT3HN86R3Y0303377,7515.44,1819,193
707,WF0DP3TH7H4125384,37789.68,4115,898
708,WBAUC9C56BVM09692,17429.24,3591,238
709,1LNBM81F3KY715272,9241.75,3163,12
710,1FADP3L90EL319807,16955.84,2893,1095
711,YV1902SH7F1210145,25888.45,4207,18
712,JM1FD3337R0300573,59993.25,23034,4
713,JT8BH28FXY0180099,7889.97,1532,27
714,JF4GG22605G057085,6903.05,1800,20
715,WBA4B3C5XGG528034,31103.44,3923,163
716,W1NYC7HJ6LX348325,255427.17,30263,562
717,WBAPK5C50AA599715,9931.88,2149,544
718,TRUK1AFK2A1019400,16401.38,3368,74
719,SALMF1D41CA381268,20041.21,3914,388
720,1HGCM81697A003486,7172.27,1669,1306
721,WUABWGFF4J1900183,59685.89,5396,322
722,1FAHP2KT4DG104334,15398.97,3140,318
723,WP0AB2A99HS123190,123437.91,14581,512
724,5N1AN0NW1DN824791,17208.75,3517,319
725,SAJBD4BV0HCY27294,28260.0,4017,198
726,JF4GG22665G057673,6903.05,1800,20
727,WBSNB93556B584607,20989.5,4961,118
728,2G1FT1EW5A9181486,22945.24,4694,1890
729,5YJ3E1EB6KF390153,48262.24,5588,2613
730,WBABW53424PL44183,8632.28,2197,163
731,WBSBR93424PK08162,21848.86,5900,112
732,JN8DR09Y81W600929,4631.84,1210,133
733,WP0AB2A97FS124500,103999.45,16080,246
734,WAUB1GFF5J1038360,39471.61,2953,337
735,1G1Y72D4XL5100582,101455.44,9802,686
736,JA4NW51S03J017715,6450.21,1566,19
737,WMWSV3C58DT394528,14324.67,3036,1060
738,JT3HJ85JXT0121479,19469.1,4314,20
739,JTJBM7FX1B5024806,23393.19,3336,432
740,1FAFP68G5XK150393,7997.19,2825,2
741,WBAGG83401DN87394,10406.85,2721,19
742,WDDHH7EB3CA579147,35655.83,4979,53
743,KNALU4D46F6025655,22314.18,3025,139
744,SAJXA2EK9FMV75699,48512.3,9928,9
745,JF1GD70616L507776,23534.35,4722,73
746,1B3AZ6JZXAV100476,105388.09,18494,19
747,WBAUU33529A544759,10741.44,2361,35
748,WBAGG83421DN81953,10406.85,2721,19
749,WBSCL93461LJ80021,28973.43,4708,15
750,1FAFP42X6YF216957,10339.57,2595,122
751,WP0CB2A94AS754086,75216.47,11501,51
752,WBAEN33423EZ15394,5669.25,1331,13
753,JH4NA1151MT000935,70150.81,14567,23
754,4JGED6EB3HA057706,54486.87,8610,677
755,1G1YC2D46M5108790,114109.87,13863,1111
756,JHMBB61571C006134,24995.05,7071,2
757,WAUDD68D2YA010208,16708.75,3560,11
758,WBA1M1C50GV578549,31291.06,3606,371
759,WBS8M9C52GP966766,51712.95,5898,423
760,WBAUC73598VF23685,12869.56,2743,160
761,1G1YY32P4R5103602,13946.35,2920,200
762,WDDGF77X39F224114,23971.06,4817,109
763,JA32W5FV0DU008703,28258.73,4029,28
764,WBSDE93471BZ97910,32576.16,6726,16
765,WBADN63483GN88047,12431.59,3900,19
766,JM1NB3533X0135181,9294.29,2381,184
767,3VW547AU5GM063197,22001.93,3115,1589
768,YV1A22SK1K1339320,47750.97,3245,17
769,WBADN63493GS56330,12431.59,3900,19
770,WV2MB47033H035521,18589.49,5191,37
771,WDBUF22X48B266402,8719.11,1953,73
772,1FTFW1R6XEFC71822,41791.87,6744,1119
773,WBACE71080EU85915,13770.0,0,1
774,WAUJ2AFC0DN058329,27481.95,3917,165
775,1J4GZ78Y9PC531210,4350.07,1480,3
776,JTHBN36F655002643,10699.86,2514,310
777,JH4NA1156MT002602,70150.81,14567,23
778,JTJBM7FXXD5064059,26930.72,3689,465
779,5UMBT93507LY53384,26316.37,3316,31
780,WAUVVAFR5AA004119,18864.08,3349,112
781,WDDZH8KB4JA372438,95184.19,14359,339
782,WBSBR934X3PK02740,21332.78,5137,98
783,2GTEK19K8P1555058,7638.25,2375,13
784,1ZVBP8CF8B5140383,21686.36,4316,937
785,JF1GG29692G831610,8387.52,2146,35
786,WDBCA39D6GA220716,13573.45,4262,6
787,1G1YU3D64F5604579,75076.82,7789,494
788,WVWEV7AJ9CW351286,12987.47,2489,103
789,WBA7U2C0XLBX84798,83856.44,7570,279
790,WDDWJ8HBXHF542930,69066.0,7510,185
791,1FALP47V7VF118834,15475.56,3672,60
792,WAUJC84A9VN050111,2829.08,288,3
793,WP0AA2996XS621630,27856.38,5827,108
794,WBSWD935X8PY41930,29225.34,5695,356
795,JH4CW2H59BC002594,13217.26,2639,25
796,2C3CDZC94KH671660,71725.78,7253,309
797,WBAAB9308K8137140,28991.67,3605,3
798,JM1NA3530R0506822,10551.83,2550,15
799,JTJHT00WX74025311,23873.71,4872,56
800,WBAEP33433PF01588,5809.09,1454,14
801,WBAUC73599VK80331,14732.61,3035,116
802,JF1GM675XYG400261,15795.5,5931,2
803,5UMBT93576LE89319,28245.14,6417,76
804,WP0AA29943S622267,38607.3,7941,121
805,JF1GF4357XH812926,4657.52,1191,5
806,SCFBF04C89GD12474,55950.54,6896,13
807,WAUXD68D81A117184,22720.06,4838,5
808,WDZPE8CD0FP106185,37746.98,10162,49
809,WBACB3320SFE23490,5633.9,1453,6
810,JTHBP5C25C5010334,43112.54,6128,38
811,WDBHA33E8XF784135,20137.8,4338,5
812,WBS3C9C58FP804720,47689.06,5822,395
813,SALME1D44AA325325,14974.31,3059,208
814,ZFFBV55A230134152,130243.33,13715,16
815,YS3EH45G143011128,5598.27,1472,5
816,WVWVA7AU0KW169500,43107.9,2970,890
817,WBACD4322VAV52362,6222.48,1671,7
818,WBAPM5C51BE435796,16801.08,3884,925
819,WDBUF76J65A713591,18482.23,4605,26
820,WBADN5349YGC93642,7638.56,1742,9
821,WBAEN33492EZ15312,6183.17,700,6
822,JTEBU4BF0BK099850,27509.73,4948,491
823,1J4FY29P4VP543603,8789.22,2080,187
824,WBAEF8322TCC31081,30986.33,8044,4
825,ZARFAEEN5J7569837,32726.16,2978,1277
826,WBAGB4319NDB69776,7495.0,0,1
827,1G1YY23P9N5107633,13790.34,3271,185
828,JTEBU5JR4B5034175,21692.69,3787,1838
829,WP0AB29858U782643,34513.9,6285,153
830,JTHFN48Y850069702,19731.16,4705,303
831,JT6HT00W5X0039294,12807.67,3177,54
832,WP0AD29947S783716,95978.72,21189,165
833,WAUUL98E36A226384,12695.02,3476,4
834,JTJHT00W733527872,16417.92,3991,69
835,1FMDE5BH7NLB15537,45221.94,7519,747
836,WBA3A9C53EF478338,22623.14,3460,331
837,WBA6D2C51JGT73393,50595.94,5952,42
838,WP0AA2995XS625748,27856.38,5827,108
839,4USCJ3323VLC04688,10244.8,2788,59
840,2GCEK19T131339927,7865.81,2011,1183
841,JA3AW86V58U048486,24516.81,4721,73
842,WDDNG8DB9CA432926,24648.38,5893,43
843,WP0AA29933S623524,38607.3,7941,121
844,WVWKG61J34D078480,21633.6,4442,20
845,JT8BH28F3Y0172975,7889.97,1532,27
846,WBAVB33586AZ88248,7402.52,1770,308
847,SCFAA212XWK101980,29369.73,593,2
848,1G6VS3381LU125432,10108.95,2907,22
849,WBAFA53551LH78998,4957.18,1172,54
850,JT3GP10V6V0017778,4322.1,1129,44
851,WDBPJ74J83A037186,15463.64,3105,18
852,WBADR63483GN92488,11869.0,2730,2
853,WBSPM93519E201476,28818.33,5557,147
854,WBAUC73598VF25310,12869.56,2743,160
855,WAUUPBFF4GA089125,20492.83,3050,1204
856,WBAHL83508DT89756,9603.7,2050,99
857,WDDXJ8GB1JA032765,75089.27,8738,765
858,JT4VN13D9K0008466,12068.97,2970,23
859,4JGDA7FB9GA676656,60156.55,7035,108
860,WD3FE7CD4HP382131,44547.42,8007,164
861,WAUXU64B92N058953,12845.88,3643,8
862,JM1NA351XN1315864,9951.4,2825,30
863,JF1GD296X5G525142,10501.76,2171,45
864,WBANB33505B089313,7286.0,1602,62
865,3VWML7AJ0DM645093,14775.75,2820,660
866,JT3DJ81W4R0092392,15405.4,3632,26
867,5YJSA1E58MF440099,188888.5,1430,2
868,SAJWA0HE2BMS01709,14936.43,3593,21
869,WAUBGAFL0DA188897,22634.16,3924,372
870,ZHWGU22N17LA05198,123629.19,17614,53
871,WD3FE7CD0JP590982,51941.58,9654,88
872,5UXZV4C55D0B14039,17444.61,3093,2368
873,JT3HJ85J9V0165718,20494.35,4764,20
874,WDBBA25A6BB002702,7397.1,1850,5
875,WDBAB93A8EF025125,19300.0,1212,3
876,WBS2U7C52KVJ07451,64137.44,4919,172
877,1G1YY12S245117936,29275.84,5704,148
878,2C3LA73W96H189260,15191.72,3824,107
879,JA32W5FVXBU609744,23126.58,4192,25
880,WBSCK9339WLC87701,22256.37,5510,61
881,JF1VA1D6XF8823851,21902.7,3116,698
882,WAU2FAFCXJN053790,61193.67,6352,74
883,2G1FP22P8T2151353,10870.47,2929,52
884,WP0AB29857U780115,32706.63,6081,149
885,1FA6P8JZ3H5524944,60282.63,7425,684
886,1G6DV8EP8B0144618,55735.75,7687,12
887,WMEEJ3BA5CK529545,7350.89,1631,111
888,WBSBL93441JR10449,23895.88,6298,31
889,WDBEA66E5SC192931,18551.37,4854,47
890,WVWKC71K38W002861,14253.16,3097,159
891,2G1FL1EPXF9801037,47844.22,7600,140
892,WBANN73506CN02969,7379.7,1654,56
893,WBSUR9C5XBVP76248,86644.76,17657,29
894,WDBNG79J76A474180,23599.25,5732,11
895,JM1NB353620226812,10231.26,2780,144
896,WP0AD2A9XBS766827,121687.29,22249,64
897,WMWRH33506TF87493,7319.32,1677,305
898,4JGBB77E59A472081,20035.78,3234,26
899,WBA3A9C58DF078001,21677.73,4111,890
900,WBACN53411LL46470,13370.35,3503,103
901,WDDLJ7GB9EA103192,45747.51,6412,118
902,ZAMBC38A540012645,22223.25,4360,32
903,1FT7W2BT4HEB22293,55514.43,10209,12293
904,JF1VA2U6XG9813953,32234.09,3599,421
905,WP0AA0950GN153121,24063.92,7049,36
906,WDBSK74F44F077207,24819.14,5315,56
907,WDBUH83J85X184811,8735.42,2009,23
908,1G1AP87G7EL189181,19165.97,5077,21
909,WP0AA2A81EK174205,47068.79,5656,274
910,JHMAP21434T002440,29060.19,6000,117
911,WDDHF7HB8AA117200,24696.3,5002,47
912,WDBRH64JX2F131506,4790.25,1136,27
913,WDBRF76J55F577107,13782.67,3178,9
914,5TEHN72NX1Z860088,11150.0,2741,141
915,5YMGY0C53D0C12020,28259.27,5179,110
916,WDBKK65F63F296693,10273.1,2487,35
917,SCBZR03C6RCX54716,39980.0,0,1
918,WBSDE93492BZ99790,47409.04,15318,27
919,WDDUG8CB0FA185149,45072.5,5696,1242
920,1GNWKMEG3BR195339,22798.24,4350,37
921,WDBRF76J26F733931,17530.57,6185,9
922,5TFDZ5BN3MX061949,45697.4,5317,2065
923,JH4DC2381RS005875,6000.0,0,1
924,WDDHF9BBXEB009620,25747.97,4821,148
925,JF1ZNAA13F9706525,20118.2,3233,370
926,WBSEK93598CY79741,23223.93,4589,58
927,WBSBR93421EX20592,23895.88,6298,31
928,YV1HA8725LD009712,3995.0,0,1
929,1FAFP42R24F181068,12128.62,3144,297
930,YV1BK0EPXL1381812,67385.76,3033,7
931,WAURV78TX8A009940,16400.36,3398,74
932,1G1YL2D74F5108218,54684.45,6253,622
933,JM1NA3533R0507219,10551.83,2550,15
934,2C3CDZFJ6LH104227,49394.0,4960,1798
935,WBSNB93577CX07240,20213.0,4377,27
936,WBAUN7C53DVM27200,23504.57,4348,214
937,WVWVA7AUXKW149951,43107.9,2970,890
938,5YJXCAE40GF001023,73679.57,6716,340
939,WP1AC29P28LA82460,18280.72,4423,74
940,1G1YT2D65G5601706,79349.66,8602,765
941,2S3TA02C5S6402335,7995.0,0,1
942,JT3GN86RXY0177837,7515.44,1819,193
943,1P3EW65GXXV500936,36251.98,5023,154
944,WAUCGAFR8DA033393,23546.69,4134,190
945,WDBFA76F2XF179191,18614.82,3072,3
946,WP0CB298X7U730349,27011.37,4820,49
947,SAJDF5KV2KCK61350,75198.53,7932,27
948,JF1GE75668G517172,10782.74,2097,66
949,ZARBA5410G1037761,11717.21,3273,27
950,WP1AF2A20DLA38541,27939.99,4597,172
951,WAUHC0448FN055263,27995.0,0,1
952,JN1BZ34E68M751763,14723.8,3072,143
953,3FMTK4SEXMME01903,63995.0,0,1
954,WDDNG71X18A158994,14889.28,2983,726
955,2GCEK19W7T1225084,6572.85,1919,123
956,WF0DP3TH2H4121341,37789.68,4115,898
957,YV1672MC9AJ092298,10859.78,2507,79
958,WAUMGAFL9CA110562,21425.99,4894,32
959,1G6KS52Y6VU835297,5391.6,1062,10
960,1G1YC3D45M5101223,114109.87,13863,1111
961,WP0AB29806U785785,32469.22,5317,203
962,ZAREA33E6N6256861,15000.0,0,1
963,WBSKG9C59DJ594371,41292.16,9070,229
964,YS3AL75L1N7005822,6998.79,2178,3
965,ZARBA5417G1037417,11717.21,3273,27
966,WAUEF78E47A062791,6348.55,1456,386
967,WDBHA33G2WF711813,7950.0,0,1
968,WVWLF7AU4GW141540,31162.6,3561,752
969,WDBFA67F4WF168815,11856.81,2845,71
970,5GNEN13L798124607,30378.95,6519,35
971,3D3KS26D38G174734,15686.24,4029,58
972,1C3XC66R5MD260797,4995.0,0,1
973,WBAGG8340YDN80889,10080.23,2170,5
974,WUAC6AFRXEA900254,43295.94,5664,165
975,1FTNX21S1XEB99571,11368.89,3036,518
976,SBM13RAA0KW008355,264193.74,24057,112
977,WDDYJ7HA7LA025505,127433.11,6416,48
978,JTEBU14R630018529,8385.19,2057,485
979,JF1ZNAA18D1700408,17245.84,3007,1796
980,WBSDE93422BZ99923,47409.04,15318,27
981,WDBBA45A1DB028008,14236.36,3621,41
982,3VW547AU5FM057009,19472.71,2983,1615
983,WBAGJ0340YDD73909,23230.07,7145,3
984,1GNLC2E04CR240829,13833.4,3036,224
985,WDBJF74H7XA885179,12534.8,1660,5
986,1FABP28M9FF230283,16835.68,5338,12
987,WBAHL83597DT89186,9058.17,2001,40
988,WP1AF2A28ELA42676,31765.94,5527,156
989,JTHBN30F120091359,7734.73,1800,188
990,JT2AW16J8J0130837,8250.5,1767,2
991,JT2SW22NXP0077215,21925.05,8584,2
992,WBSDX9C52BE584442,33375.0,6760,466
993,6G2EC57Y19L202841,19314.7,4126,331
994,JM1NB354750412968,15537.58,4483,14
995,SCFAD01A18GA09135,63553.3,10119,8
996,1C4HJXFGXKW667753,53905.54,4596,2700
997,1FMEU15H8KLB43998,19942.82,5154,29
998,SAXXL2S1020454317,13900.0,0,1
999,ZAM39JKAXB0056847,27212.7,4114,39
1000,WA1YD64B12N149829,5726.49,963,9
1001,4S3BP676056368295,8141.75,1819,11
1002,SALWR2EFXGA589399,49010.05,6491,658
1003,JHMAP21434T005094,29060.19,6000,117
1004,4JGBB77E18A352342,18133.42,3510,29
1005,WMWRE93526YB72173,7319.32,1677,305
1006,1FAHP2KT5GG141610,24758.7,3587,282
1007,5YJSA1E14GF159645,47138.79,5340,207
1008,JF1GD70645L501856,20902.15,4171,65
1009,WDBPJ75J56A047578,12825.32,2660,32
1010,SALTW15451A702168,5760.69,1179,14
1011,JTHBN36F755014283,10699.86,2514,310
1012,WBADT53462CE93754,6189.64,1840,42
1013,5YJSA1H2XEFP62553,40868.88,6178,1023
1014,JT6HT00W9Y0115133,12915.13,2964,103
1015,JT3HN86R829069966,8117.14,2021,284
1016,YV1672MK9D2308351,16356.3,3694,107
1017,WDBCA35DXGA219042,8554.16,2601,8
1018,WBAPT7C54AC237433,12310.22,2884,40
1019,WP0CA29816U711044,23668.81,4316,157
1020,JTJHT00W964018767,22362.72,5155,141
1021,WP0CB29944S676384,62348.33,10830,83
1022,1G6YV34AX55604130,23402.59,4745,107
1023,WUAAU34268N005307,85374.85,11612,48
1024,SALME15448A290892,10919.39,2229,177
1025,JT8UF11E0L0043787,7627.59,2268,8
1026,WBS2U7C02M7J29137,72878.2,7535,141
1027,JF1GH74648G812716,10882.91,2454,155
1028,1G6DV5EP1B0149478,38233.67,7058,241
1029,JTEBT17RX40034796,9690.38,2205,278
1030,1LNHM83W64Y606976,7423.18,1933,138
1031,WBSPM9C55BE203253,33375.0,6760,466
1032,3GNTKEE75CG190377,17725.39,3312,118
1033,WP0AA2A83FK161554,48851.83,5974,145
1034,WAUXL68E75A063765,12022.93,4286,9
1035,WDBBA48D5GA047855,23716.84,6734,82
1036,1J4FA49S26P736970,15660.41,3375,270
1037,WP0CB29802U660613,18274.74,3580,105
1038,WDBUH87X48B240730,10220.52,2715,32
1039,1B3JZ65Z38V200228,83946.53,15504,52
1040,1J4GA59109L743638,18353.03,2906,612
1041,3GNEK18SXVG123777,7000.29,2451,45
1042,WBSFV9C58ED097822,42563.14,6170,224
1043,JF1VA1D6XF9808034,21902.7,3116,698
1044,WP0CB298X9S730107,36564.41,5645,29
1045,WBSDX9C58BE584817,33375.0,6760,466
1046,1G6DN57P690151301,35990.02,6067,105
1047,WDDEJ7EB5CA028600,41780.96,6220,32
1048,WP0AA2957JN150655,25447.33,4196,4
1049,WDDHF9AB8AA239125,15275.55,3144,124
1050,WP0CB29841U663822,17852.07,3652,114
1051,SALMF13417A257329,11480.48,2256,54
1052,1ZVBP8KS5A5135235,42135.6,6640,189
1053,YS3FH71U866102383,6562.0,1866,44
1054,WAU4GAFB4AN049313,9678.0,1198,5
1055,WP1AD2A26DLA78788,35985.56,6455,220
1056,WAUR2AFD0DN018036,24387.97,4107,154
1057,1G6KW5RJ1KU139942,83355.94,9051,52
1058,1G1YC2D49N5107389,91108.61,13414,1329
1059,WBACE51060EN65279,12249.64,848,2
1060,WDBAB33A1CB012279,6831.4,2018,3
1061,2C3KA73W86H396413,15191.72,3824,107
1062,WAUB4CF52JA086471,46204.94,3967,696
1063,WAUDFAFL9CA118485,12731.41,2735,119
1064,1G1YY12S325122754,27736.17,5165,173
1065,1XMVW9778HK129997,12999.0,0,1
1066,WAURV78T98A009105,16400.36,3398,74
1067,SCCDC08251HA10221,64850.0,7141,2
1068,ZARFAMEV0K7615053,67645.6,8299,55
1069,1G6DL8EG8A0109680,13227.07,3123,28
1070,2G2FV22P9T2220651,14168.34,3758,31
1071,SCBLC31E01CX06517,36101.64,8560,33
1072,JN1CZ24A5LX000155,25324.65,7101,16
1073,JF1GD706X5L511243,20902.15,4171,65
1074,1G6D25R61N0860189,52548.78,5073,54
1075,WMWRE93536YB72036,7319.32,1677,305
1076,1G1YY0788F5135402,9395.47,2442,101
1077,JHMBA4138KC015707,13904.62,5493,5
1078,WP0JB093XHS050688,140952.14,35661,31
1079,JF1GD70684L524734,22099.84,5443,54
1080,WDDHH8JB7EA873486,26136.77,4230,170
1081,1GKEV18K4LF503247,20650.0,5421,5
1082,WAUKC28DXYA044447,4097.84,144,2
1083,5YMGY0C59D0C11776,28259.27,5179,110
1084,WDBAB23A9DB413557,7820.52,1845,6
1085,WP0CB2945LN481511,25108.37,7487,23
1086,ZAMFE39A170031062,18198.34,3807,66
1087,WBA7F2C57GG416318,42454.96,5549,869
1088,WAUPL68E24A269039,9048.06,1978,32
1089,WBA8B3C5XGK384273,29330.56,3473,265
1090,WAUVC68E54A174644,5506.51,1210,11
1091,WDDNG79X27A084388,31714.38,5782,24
1092,2G2FV22P0R2214293,17457.19,4850,76
1093,WBS2U7C06M7J66319,72878.2,7535,141
1094,JTHBD192220041691,8091.93,2004,53
1095,SALLDVAB7FA434218,70922.81,14339,8
1096,JN1CZ24H3MX501625,19808.84,5255,13
1097,JT3HT05J9Y0085898,13966.66,3285,109
1098,1G1YY26E075127461,44123.42,6579,282
1099,WP0AB29876U784262,32469.22,5317,203
1100,WP1AB29PX4LA64267,8809.22,1992,137
1101,WBAPM5C53BE435654,16801.08,3884,925
1102,WP0CA2998YS652047,28388.01,5312,123
1103,WBADN5334XGC92050,11244.17,2211,5
1104,WBABD53475PL15432,9026.89,2180,110
1105,3C3CFFFHXDT754497,13202.71,2842,665
1106,WBAUC73568VF22834,12869.56,2743,160
1107,JN1CV6EK8BM213689,15918.6,3391,243
1108,WBAUN1C50DVH78159,17126.33,3820,405
1109,5YJ3E1EC6MF072934,65359.56,6061,493
1110,6G2VX12U75L400514,20375.46,4484,114
1111,WBSDE93422CF91189,47409.04,15318,27
1112,WAUGF78K29A187127,10383.08,2170,78
1113,JTHBP5C2XB5009212,38021.05,6803,36
